,Unnamed: 0,Name,Manufacturer,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price,AverageYearlySales
1522,1531,Skoda Rapid 1.5 TDI AT Style,Skoda,Kolkata,2017,31300,Diesel,Automatic,First,1498,108.4,5,21.72,10.5,242646
1523,1532,Toyota Innova Crysta 2.4 VX MT 8S,Toyota,Coimbatore,2019,11241,Diesel,Manual,First,2393,147.8,8,13.68,22.55,440828
1526,1535,Honda City i DTEC SV,Honda,Hyderabad,2014,65000,Diesel,Manual,First,1498,98.6,5,26.0,6.99,296040
1528,1537,Audi Q5 2008-2012 3.0 TDI,Audi,Chennai,2014,25000,Diesel,Automatic,First,2967,236.0,5,12.19,44.0,601197
1533,1542,Mahindra Thar CRDe,Mahindra,Jaipur,2016,19000,Diesel,Manual,First,2498,105.0,6,16.55,9.25,702278
1535,1544,Ford Aspire Titanium Diesel,Ford,Coimbatore,2017,30279,Diesel,Manual,First,1498,99.0,5,26.1,7.29,434128
1536,1545,Mini Cooper 3 DOOR D,Mini,Mumbai,2016,20000,Diesel,Automatic,First,1496,113.98,4,20.7,23.5,327738
1546,1555,Chevrolet Optra 1.6 Elite,Chevrolet,Pune,2005,150000,Petrol,Manual,First,1598,74.0,5,14.7,1.5,620442
1547,1556,Toyota Innova 2.5 GX 7 STR BSIV,Toyota,Delhi,2012,68000,Diesel,Manual,First,2494,102.0,7,12.8,6.95,295903
1548,1557,Honda City i DTec SV,Honda,Delhi,2015,33000,Diesel,Manual,First,1498,98.6,5,26.0,7.0,219341
1549,1558,Volkswagen Ameo 1.2 MPI Highline,Volkswagen,Coimbatore,2017,22389,Petrol,Manual,First,1198,73.75,5,17.0,7.23,308853
1550,1559,Maruti SX4 ZDI Leather,Maruti,Mumbai,2012,90000,Diesel,Manual,First,1248,88.8,5,21.5,3.81,234472
1553,1562,Audi Q7 35 TDI Quattro Technology,Audi,Bangalore,2015,21000,Diesel,Automatic,First,2967,241.4,7,12.07,48.0,586749
1556,1565,Volkswagen Passat Diesel Highline 2.0 TDI,Volkswagen,Chennai,2011,95000,Diesel,Automatic,Second,1968,167.7,5,18.33,8.5,358389
1557,1566,Hyundai Elantra CRDi SX AT,Hyundai,Mumbai,2013,51000,Diesel,Automatic,First,1582,126.24,5,19.5,8.75,243122
1559,1568,Land Rover Discovery Sport TD4 HSE 7S,Land,Mumbai,2017,40000,Diesel,Automatic,First,1999,148.31,7,12.81,41.5,202376
1560,1569,Honda City i VTEC SV,Honda,Pune,2016,27300,Petrol,Manual,First,1497,117.3,5,17.8,7.0,489423
1562,1571,Maruti Wagon R LX BS IV,Maruti,Pune,2011,71000,Petrol,Manual,First,998,67.04,5,20.51,2.6,612827
1564,1573,Maruti Ertiga VXI CNG,Maruti,Mumbai,2017,19234,CNG,Manual,First,1373,80.46,7,17.5,8.35,241354
1565,1574,Volkswagen Tiguan 2.0 TDI Highline,Volkswagen,Jaipur,2017,50510,Diesel,Automatic,First,1968,141.0,5,17.06,24.9,797536
1567,1576,Hyundai Grand i10 1.2 CRDi Sportz Option,Hyundai,Kolkata,2014,42277,Diesel,Manual,First,1186,73.97,5,24.0,3.85,333712
1572,1581,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Volkswagen,Mumbai,2012,78000,Diesel,Manual,First,1968,138.1,5,19.33,6.5,579211
1573,1582,Skoda Yeti Elegance,Skoda,Chennai,2011,79000,Diesel,Manual,First,1968,138.08,5,17.67,7.5,599104
1574,1583,Audi Q7 45 TDI Quattro Premium Plus,Audi,Kochi,2019,6773,Diesel,Automatic,First,2967,245.0,7,14.75,72.94,480169
1576,1585,Maruti Wagon R VXI Minor ABS,Maruti,Kochi,2013,36716,Petrol,Manual,First,1061,67.0,5,18.9,3.02,248589
1582,1591,Skoda Rapid 1.6 MPI Elegance Black Package,Skoda,Mumbai,2015,19600,Petrol,Manual,First,1598,103.52,5,15.0,6.15,327661
1585,1594,Maruti Swift Dzire ZXI,Maruti,Kochi,2015,24782,Petrol,Manual,First,1197,83.14,5,20.85,6.21,372897
1587,1596,Audi Q7 4.2 FSI quattro,Audi,Delhi,2008,71000,Petrol,Automatic,First,4134,250.0,7,8.3,11.99,357031
1590,1599,Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,Kolkata,2016,29000,Diesel,Manual,First,1498,88.8,5,20.14,4.0,326383
1593,1602,Maruti 800 AC BSIII,Maruti,Hyderabad,2011,83969,Petrol,Manual,First,796,37.0,4,16.1,1.3,316670
1594,1603,Volkswagen Polo 1.5 TDI Trendline,Volkswagen,Jaipur,2014,82621,Diesel,Manual,First,1498,88.8,5,20.14,4.42,343518
1595,1604,Chevrolet Captiva LTZ VCDi,Chevrolet,Pune,2009,89000,Diesel,Automatic,First,1991,147.9,7,12.5,4.0,588197
1600,1609,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen,Mumbai,2014,61000,Diesel,Automatic,Second,1968,138.03,5,16.96,8.25,779791
1601,1610,Maruti Ciaz 1.4 Zeta,Maruti,Mumbai,2018,32644,Petrol,Manual,First,1373,91.1,5,20.73,9.28,577747
1602,1611,Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Mahindra,Delhi,2012,85000,Diesel,Automatic,First,2179,120.0,7,11.79,6.25,286304
1603,1612,Chevrolet Aveo U-VA 1.2 LS,Chevrolet,Mumbai,2008,75000,Petrol,Manual,Second,1150,74.9,5,15.26,1.15,551415
1604,1613,Maruti Ciaz ZXi Option,Maruti,Kochi,2016,40347,Petrol,Manual,First,1373,91.2,5,20.73,7.8,468456
1606,1615,Honda Jazz 1.2 SV i VTEC,Honda,Kochi,2018,18664,Petrol,Manual,First,1199,88.7,5,18.7,7.56,534806
1612,1621,Skoda Fabia 1.2 TDI Ambition,Skoda,Kolkata,2012,98000,Diesel,Manual,First,1199,73.9,5,20.86,2.51,636311
1614,1623,Hyundai i10 Magna(O) with Sun Roof,Hyundai,Pune,2008,68000,Petrol,Manual,Second,1086,66.7,5,16.0,2.0,313842
1616,1625,Ford Ecosport 1.5 Ti VCT AT Titanium,Ford,Mumbai,2013,38000,Petrol,Automatic,First,1499,110.0,5,16.5,6.25,295352
1617,1626,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,MercedesBenz,Kochi,2011,92239,Diesel,Automatic,Second,2987,210.0,5,11.5,10.6,269962
1628,1637,Audi A4 35 TDI Premium,Audi,Coimbatore,2016,68193,Diesel,Automatic,First,1968,174.33,5,17.11,24.74,322268
1632,1641,Nissan Sunny 2011-2014 XL,Nissan,Jaipur,2011,42000,Petrol,Manual,Second,1498,97.7,5,16.95,3.0,215801
1634,1643,Chevrolet Aveo 1.4 LS,Chevrolet,Jaipur,2006,100000,Petrol,Manual,First,1399,92.7,5,14.49,1.4,225638
1635,1644,Honda Mobilio V i DTEC,Honda,Mumbai,2014,57000,Diesel,Manual,First,1498,98.6,7,24.2,5.75,670020
1639,1648,Maruti A-Star AT Vxi Aktiv,Maruti,Coimbatore,2013,60587,Petrol,Automatic,Second,998,66.1,5,16.98,3.49,530466
1645,1654,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,MercedesBenz,Mumbai,2011,36000,Petrol,Automatic,First,1796,186.0,5,11.74,10.15,653735
1650,1659,Hyundai i20 1.4 Asta CRDi with AVN,Hyundai,Hyderabad,2016,77076,Diesel,Manual,First,1396,90.0,5,23.0,6.75,302992
1658,1667,Skoda Octavia Rider 1.9 TDI MT,Skoda,Pune,2008,82000,Diesel,Manual,Second,1896,66.0,5,18.7,2.35,632592
1660,1669,Renault Duster Petrol RxL,Renault,Pune,2013,20000,Petrol,Manual,First,1598,102.57,5,13.24,6.0,670981
1663,1672,Nissan Micra Diesel,Nissan,Jaipur,2011,80000,Diesel,Manual,Second,1461,74.0,5,19.5,2.1,205132
1664,1673,Audi Q5 3.0 TDI Quattro Technology,Audi,Mumbai,2015,11964,Diesel,Automatic,First,2967,241.4,5,13.22,32.95,557539
1669,1678,Mahindra Xylo E8 ABS BS IV,Mahindra,Coimbatore,2014,67771,Diesel,Manual,First,2498,112.0,8,11.68,7.06,405199
1675,1684,Hyundai Verna 1.6 SX VTVT AT,Hyundai,Pune,2014,34200,Petrol,Automatic,First,1591,121.3,5,15.74,6.5,581263
1676,1685,Fiat Punto EVO 1.2 Emotion,Fiat,Chennai,2010,72204,Petrol,Manual,First,1172,67.0,5,15.7,2.25,200248
1678,1687,Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Mahindra,Kochi,2017,47357,Diesel,Automatic,First,1493,100.0,7,18.49,8.37,447094
1690,1699,Ford Endeavour 4x2 XLT Limited Edition,Ford,Pune,2007,90000,Diesel,Manual,Fourth,2499,143.0,7,10.9,3.0,369830
1695,1704,Honda Amaze V CVT Petrol,Honda,Pune,2018,1700,Petrol,Automatic,First,1199,88.76,5,19.0,7.8,605640
1698,1707,BMW 3 Series 320d GT Luxury Line,BMW,Mumbai,2015,32500,Diesel,Automatic,First,1995,187.74,5,19.59,26.75,597742
1701,1710,Maruti Baleno Delta Automatic,Maruti,Delhi,2017,44000,Petrol,Automatic,First,1197,83.1,5,21.4,6.2,246402
1704,1713,Tata Nano Lx,Tata,Pune,2011,65000,Petrol,Manual,Second,624,35.0,4,26.0,0.44,229200
1710,1719,Toyota Etios G Safety,Toyota,Kochi,2012,44223,Petrol,Manual,First,1496,88.7,5,17.6,3.99,671996
1713,1722,Tata Indica V2 DLS TC,Tata,Kolkata,2008,133000,Diesel,Manual,First,1405,62.0,5,16.8,0.7,624119
1717,1726,Ford Figo 1.5D Titanium Plus MT,Ford,Kolkata,2015,1001,Diesel,Manual,First,1498,99.0,5,25.83,7.55,651619
1720,1729,Nissan Sunny XL,Nissan,Chennai,2016,90000,Petrol,Manual,First,1498,97.6,5,16.95,6.2,777376
1723,1732,Fiat Grande Punto 1.3 Emotion (Diesel),Fiat,Jaipur,2011,130000,Diesel,Manual,First,1248,75.0,5,20.3,2.2,271504
1729,1738,Ford Endeavour 3.0L 4X4 AT,Ford,Hyderabad,2012,91000,Diesel,Automatic,First,2953,153.86,7,11.4,9.2,395592
1731,1740,Mahindra TUV 300 2015-2019 mHAWK100 T8,Mahindra,Kochi,2018,55594,Diesel,Manual,First,1493,100.0,7,18.49,8.48,443560
1732,1741,BMW X6 xDrive 40d,BMW,Hyderabad,2013,58000,Diesel,Automatic,First,2993,306.0,4,11.2,48.0,491547
1737,1746,Maruti Wagon R AMT VXI Option,Maruti,Jaipur,2015,34000,Petrol,Automatic,First,998,67.0,5,20.51,3.85,767809
1740,1749,Maruti Zen Estilo 1.1 LX BSIII,Maruti,Kochi,2011,25805,Petrol,Manual,First,1061,64.0,5,18.2,2.62,658085
1744,1753,Mahindra Verito 1.5 D6 BSIV,Mahindra,Chennai,2011,110000,Diesel,Manual,Second,1461,64.1,5,21.0,2.4,372376
1745,1754,Renault KWID Climber 1.0 MT,Renault,Delhi,2017,15000,Petrol,Manual,First,999,67.0,5,21.7,4.25,760205
1746,1755,Porsche Cayenne Diesel,Porsche,Mumbai,2013,70000,Diesel,Automatic,First,2967,240.0,5,15.15,40.0,645152
1748,1757,Datsun GO T Option,Datsun,Hyderabad,2016,19000,Petrol,Manual,First,1198,67.0,5,20.63,2.99,412413
1753,1762,BMW 3 Series 330i,BMW,Coimbatore,2011,75871,Petrol,Automatic,First,2996,254.0,5,9.43,14.12,705909
1759,1768,Hyundai EON 1.0 Kappa Magna Plus Optional,Hyundai,Kolkata,2014,9759,Petrol,Manual,First,998,68.05,5,20.3,2.75,421073
1761,1770,Hyundai i20 Sportz 1.2,Hyundai,Chennai,2017,8000,Petrol,Manual,First,1197,81.83,5,18.6,6.75,423412
1762,1771,Maruti Ritz ZXi,Maruti,Mumbai,2014,59451,Petrol,Manual,First,1197,85.8,5,18.5,3.69,609743
1765,1774,Hyundai Xcent 1.2 Kappa AT S Option,Hyundai,Chennai,2015,53000,Petrol,Automatic,Second,1197,81.86,5,16.9,4.0,255679
1766,1775,Honda Amaze E i-Vtech,Honda,Kolkata,2013,40000,Petrol,Manual,First,1198,86.7,5,18.0,2.9,530666
1774,1783,Maruti Wagon R VXI AMT,Maruti,Coimbatore,2017,37832,Petrol,Automatic,First,998,67.0,5,22.5,5.23,220310
1778,1787,Ford Figo Petrol Titanium,Ford,Delhi,2011,65000,Petrol,Manual,First,1196,70.0,5,15.6,2.4,452085
1779,1788,Volkswagen Ameo 1.2 MPI Trendline,Volkswagen,Kochi,2018,46007,Petrol,Manual,First,1198,73.75,5,17.0,5.71,268162
1780,1789,Ford Ecosport 1.5 DV5 MT Trend,Ford,Kochi,2015,65925,Diesel,Manual,Second,1498,89.84,5,22.7,5.49,299424
1788,1797,Toyota Etios Liva 1.2 VX Dual Tone,Toyota,Coimbatore,2019,20877,Petrol,Manual,First,1197,78.9,5,18.16,7.27,288970
1796,1805,Tata Bolt Quadrajet XE,Tata,Hyderabad,2017,40000,Diesel,Manual,First,1248,74.0,5,22.95,5.25,297778
1803,1812,Volkswagen Vento 1.5 TDI Highline,Volkswagen,Kochi,2016,50867,Diesel,Manual,First,1498,103.2,5,20.34,7.95,627061
1804,1813,Hyundai i20 Sportz Petrol,Hyundai,Mumbai,2010,73000,Petrol,Manual,First,1197,80.0,5,17.0,2.75,246019
1810,1819,Audi Q5 2.0 TDI,Audi,Hyderabad,2015,56000,Diesel,Automatic,First,1968,174.3,5,14.16,35.0,628469
1812,1821,Hyundai i20 Magna,Hyundai,Kolkata,2012,37000,Petrol,Manual,First,1197,80.0,5,18.5,2.65,388370
1813,1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Mahindra,Kolkata,2017,10500,Diesel,Manual,First,1198,77.0,5,25.32,4.7,536367
1814,1823,Hyundai Elantra 1.6 SX Option AT,Hyundai,Ahmedabad,2014,49000,Diesel,Automatic,First,1582,126.2,5,18.23,8.9,306303
1815,1824,Jeep Compass 2.0 Limited Option Black,Jeep,Mumbai,2017,7000,Diesel,Manual,First,1956,170.0,5,17.1,17.45,373746
1816,1825,Maruti Vitara Brezza VDi Option,Maruti,Coimbatore,2017,71256,Diesel,Manual,First,1248,88.5,5,24.3,9.58,670445
1817,1826,Toyota Corolla Altis 1.8 GL,Toyota,Kochi,2012,83184,Petrol,Manual,First,1798,138.03,5,14.28,6.22,393660
1819,1828,BMW X1 xDrive 20d xLine,BMW,Mumbai,2016,7000,Diesel,Automatic,First,1995,190.0,5,20.68,27.75,200813
1825,1834,Nissan Evalia 2013 XL,Nissan,Hyderabad,2013,166194,Diesel,Manual,First,1461,84.8,7,19.3,3.9,708898
1838,1847,Mini Cooper Countryman D High,Mini,Coimbatore,2014,45535,Diesel,Automatic,First,1998,112.0,5,23.8,19.41,499343
1839,1848,Fiat Linea T-Jet Active,Fiat,Coimbatore,2016,39228,Petrol,Manual,First,1368,112.4,5,15.7,6.58,474780
1840,1849,Chevrolet Aveo 1.4 LT,Chevrolet,Mumbai,2011,57000,Petrol,Manual,Second,1399,92.7,5,14.49,2.1,671621
1848,1857,Hyundai Santro DX,Hyundai,Hyderabad,2007,96000,Petrol,Manual,Second,999,74.0,5,0.0,2.2,516986
1860,1869,Skoda Rapid 1.6 MPI Elegance,Skoda,Hyderabad,2014,56000,Petrol,Manual,First,1598,103.52,5,15.0,7.0,432228
1862,1871,Chevrolet Optra Magnum 2.0 LT BS3,Chevrolet,Mumbai,2010,78563,Diesel,Manual,First,1991,123.7,5,16.52,2.35,703315
1866,1875,Toyota Innova 2.5 LE 2014 Diesel 7 Seater,Toyota,Pune,2014,102418,Diesel,Manual,First,2494,100.6,7,12.99,10.1,413592
1869,1878,Tata Indica V2 eLX,Tata,Pune,2017,8200,Diesel,Manual,First,1396,69.0,5,25.0,4.4,562363
1872,1881,Chevrolet Enjoy 1.3 TCDi LS 8,Chevrolet,Kolkata,2015,50000,Diesel,Manual,First,1248,73.74,8,18.2,4.3,413598
1873,1882,Ford Fiesta 1.4 Duratorq EXI,Ford,Chennai,2006,89327,Diesel,Manual,Third,1399,68.0,5,17.8,1.55,752163
1876,1885,Mercedes-Benz GLS 350d Grand Edition,MercedesBenz,Delhi,2018,6000,Diesel,Automatic,First,2987,258.0,7,11.0,79.0,752902
1879,1888,Volkswagen Ameo 1.5 TDI Highline AT,Volkswagen,Coimbatore,2017,22440,Diesel,Automatic,First,1498,108.495,5,22.0,8.89,240672
1881,1890,Honda Jazz 1.2 S i VTEC,Honda,Kolkata,2016,21771,Petrol,Manual,First,1199,88.7,5,18.7,4.95,610812
1888,1897,Renault Scala Diesel RxL,Renault,Kolkata,2013,40000,Diesel,Manual,First,1461,84.8,5,21.64,4.0,204361
1893,1902,Toyota Fortuner 2.8 2WD AT,Toyota,Ahmedabad,2017,15000,Diesel,Automatic,First,2755,174.5,7,12.9,30.0,247054
1895,1904,Mercedes-Benz New C-Class 250 CDI Classic,MercedesBenz,Hyderabad,2012,41367,Diesel,Automatic,First,2148,170.0,5,15.8,18.49,552021
1898,1907,Toyota Qualis FS B3,Toyota,Bangalore,2002,63000,Diesel,Manual,Third,2446,75.0,10,13.1,3.65,479675
1899,1908,BMW 5 Series 2007-2010 525d Sedan,BMW,Delhi,2012,49000,Diesel,Automatic,Second,2495,218.0,5,16.73,15.5,617423
1900,1909,Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,Mitsubishi,Kochi,2013,48272,Diesel,Manual,First,2835,116.9,6,10.5,11.82,246133
1901,1910,Toyota Corolla H2,Toyota,Delhi,2008,63000,Petrol,Manual,First,1794,125.0,5,13.4,2.05,220612
1905,1914,Hyundai Xcent 1.2 Kappa S Option CNG,Hyundai,Chennai,2017,46000,CNG,Manual,First,1197,81.86,5,25.0,4.95,453698
1907,1916,Mercedes-Benz E-Class 200 Kompressor Elegance,MercedesBenz,Mumbai,2004,85000,Petrol,Automatic,Second,1796,157.7,5,10.5,5.5,699515
1910,1920,Maruti Dzire VDI,Maruti,Delhi,2016,45376,Diesel,Manual,First,1248,73.75,5,28.4,5.75,570944
1922,1932,Ford EcoSport 1.5 Diesel Titanium,Ford,Mumbai,2017,26000,Diesel,Manual,First,1498,98.96,5,23.0,8.99,644556
1924,1934,Maruti Dzire ZDI Plus,Maruti,Jaipur,2017,24000,Diesel,Manual,First,1248,73.75,5,28.4,8.2,739088
1925,1935,Mahindra Scorpio 1.99 S10,Mahindra,Ahmedabad,2016,98000,Diesel,Manual,First,1997,120.0,7,15.4,11.5,338439
1930,1940,Skoda Fabia 1.2L Diesel Classic,Skoda,Hyderabad,2010,66285,Diesel,Manual,First,1199,75.0,5,19.5,3.0,556391
1935,1945,Honda City i VTEC CVT SV,Honda,Kochi,2017,39430,Petrol,Automatic,First,1497,117.3,5,18.0,8.29,220141
1939,1949,Tata Sumo EX,Tata,Bangalore,2014,66000,Diesel,Manual,First,2956,83.8,7,15.3,4.45,207387
1941,1951,Fiat Linea 1.3 Dynamic,Fiat,Jaipur,2009,80000,Diesel,Manual,Second,1248,91.2,5,20.4,1.75,585026
1944,1954,Audi A3 35 TDI Technology,Audi,Delhi,2017,22000,Diesel,Automatic,Second,1968,143.0,5,20.38,22.5,434412
1945,1955,Hyundai Verna VTVT 1.6 SX Option,Hyundai,Delhi,2013,57478,Petrol,Manual,Second,1591,121.3,5,17.0,5.25,756476
1946,1956,Hyundai i20 1.4 CRDi Magna,Hyundai,Hyderabad,2011,75000,Diesel,Manual,First,1396,90.0,5,21.9,3.75,681646
1949,1959,Ford Fiesta 1.6 ZXI Duratec,Ford,Chennai,2006,87000,Petrol,Manual,Second,1596,101.0,5,15.3,1.37,512973
1953,1963,Mercedes-Benz GLA Class 200 d Sport,MercedesBenz,Pune,2017,35000,Diesel,Automatic,First,2143,136.0,5,17.9,23.5,761856
1959,1969,Toyota Innova 2.0 GX 8 STR,Toyota,Kolkata,2011,78088,Petrol,Manual,First,1998,132.0,8,12.4,6.3,200391
1961,1971,Ford Figo 1.2P Titanium MT,Ford,Pune,2016,54000,Petrol,Manual,First,1196,86.8,5,18.16,5.0,523787
1964,1974,BMW 7 Series 740Li,BMW,Coimbatore,2018,28060,Petrol,Automatic,First,2979,320.0,5,12.05,93.67,793285
1970,1980,Skoda Rapid 1.5 TDI AT Elegance,Skoda,Kolkata,2015,45000,Diesel,Automatic,First,1498,103.52,5,21.66,4.25,703242
1975,1985,BMW 3 Series 320d Sport,BMW,Chennai,2014,48000,Diesel,Automatic,First,1995,190.0,5,22.69,21.6,234786
1981,1991,Jeep Compass 2.0 Longitude,Jeep,Kochi,2018,28937,Diesel,Manual,First,1956,170.0,5,17.1,17.02,268336
1985,1995,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Maruti,Chennai,2018,3000,Diesel,Automatic,First,1248,88.5,5,24.3,11.25,487053
1988,1998,Hyundai Xcent 1.2 VTVT SX,Hyundai,Mumbai,2014,64241,Petrol,Manual,First,1197,81.86,5,20.14,3.67,586182
1989,1999,Mercedes-Benz E-Class 220 CDI,MercedesBenz,Pune,2001,121000,Diesel,Manual,First,2148,74.0,5,15.0,5.0,525253
1990,2000,Mahindra Renault Logan 1.4 GLX Petrol,Mahindra,Pune,2008,2200,Petrol,Manual,First,1390,75.0,5,15.7,2.3,455763
1991,2001,Skoda Octavia 1.9 TDI,Skoda,Pune,2008,88123,Diesel,Manual,First,1896,66.0,5,18.7,2.2,740824
1996,2006,Ford Ikon 1.4 TDCi DuraTorq,Ford,Bangalore,2009,75000,Diesel,Manual,First,1399,68.0,5,13.8,1.99,453697
1997,2007,Hyundai Verna 1.6 CRDi EX MT,Hyundai,Kochi,2016,37451,Diesel,Manual,First,1582,126.3,5,22.32,6.64,707410
2004,2014,Volkswagen Polo 1.0 MPI Comfortline,Volkswagen,Chennai,2016,42000,Petrol,Manual,Second,999,75.0,5,18.78,5.5,338649
2012,2022,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Mahindra,Kolkata,2013,75000,Diesel,Manual,First,2179,120.0,8,12.05,6.29,608666
2016,2026,Mahindra Xylo E4,Mahindra,Mumbai,2011,76000,Diesel,Manual,Second,2498,112.0,7,14.0,3.75,642969
2027,2037,Toyota Innova 2.5 G3,Toyota,Hyderabad,2007,162000,Diesel,Manual,Second,2494,102.0,8,12.8,4.8,734283
2030,2040,Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,MercedesBenz,Bangalore,2011,25000,Petrol,Automatic,Second,1796,185.0,5,12.3,22.0,782034
2031,2041,Mahindra Bolero SLE,Mahindra,Hyderabad,2012,75000,Diesel,Manual,First,2523,62.1,7,15.96,4.3,494792
2035,2045,Ford Fiesta 1.4 SXi TDCi ABS,Ford,Hyderabad,2009,55000,Diesel,Manual,Second,1399,68.0,5,17.8,2.4,222425
2038,2048,Maruti Ritz AT,Maruti,Hyderabad,2012,57788,Petrol,Automatic,First,1197,85.8,5,17.16,3.6,224439
2039,2049,Mahindra Scorpio 2.6 CRDe,Mahindra,Jaipur,2013,72000,Diesel,Manual,First,2179,120.0,8,10.5,6.0,273833
2040,2050,Mahindra Scorpio S4 7 Seater,Mahindra,Mumbai,2014,83128,Diesel,Manual,First,2179,120.0,7,15.4,7.45,412396
2043,2053,Mahindra Jeep MM 550 PE,Mahindra,Hyderabad,2009,26000,Diesel,Manual,First,2498,74.0,6,0.0,6.99,696778
2046,2056,BMW 7 Series 730Ld Eminence,BMW,Kochi,2015,29966,Diesel,Automatic,Second,2993,261.49,5,16.77,43.6,284981
2047,2057,Hyundai Sonata Embera 2.0L CRDi MT,Hyundai,Kolkata,2009,65000,Diesel,Manual,Second,1991,142.0,5,13.6,4.9,310892
2048,2058,Renault Duster Adventure Edition,Renault,Kochi,2015,75863,Diesel,Manual,First,1461,108.45,5,19.01,6.7,703671
2050,2060,Audi A4 2.0 TDI 177 Bhp Technology Edition,Audi,Bangalore,2014,24000,Diesel,Automatic,First,1968,174.33,5,17.11,25.0,492855
2052,2062,Hyundai Verna 1.4 VTVT,Hyundai,Kolkata,2015,33425,Petrol,Manual,First,1396,105.5,5,17.43,4.5,515761
2056,2066,Mahindra TUV 300 T8,Mahindra,Delhi,2016,47035,Diesel,Manual,First,1493,100.0,7,18.49,6.95,375144
2058,2068,Hyundai Accent GLE 1,Hyundai,Chennai,2007,55000,Petrol,Manual,First,1495,94.0,5,13.2,2.65,247412
2064,2075,Tata Zest Revotron 1.2T XMS,Tata,Chennai,2015,40000,Petrol,Manual,First,1193,88.7,5,17.57,4.0,471572
2068,2079,Ford Aspire Titanium Plus Diesel,Ford,Kolkata,2015,2800,Diesel,Manual,First,1498,99.0,5,26.1,8.41,411109
2069,2080,Hyundai Verna SX CRDi AT,Hyundai,Mumbai,2014,71000,Diesel,Automatic,Second,1582,126.32,5,19.08,5.45,665036
2072,2083,BMW X3 xDrive20d Expedition,BMW,Bangalore,2015,65000,Diesel,Automatic,Second,1995,190.0,5,18.56,29.0,679434
2078,2089,BMW 6 Series 640d Coupe,BMW,Mumbai,2013,30000,Diesel,Automatic,First,2993,313.0,4,9.52,45.0,541812
2088,2100,Porsche Cayenne Turbo S,Porsche,Mumbai,2010,35000,Petrol,Automatic,Second,4806,550.0,5,11.9,32.0,680494
2089,2101,Mahindra Quanto C8,Mahindra,Kolkata,2013,36000,Diesel,Manual,First,1493,100.0,7,17.21,3.9,561121
2090,2102,Toyota Corolla H5,Toyota,Mumbai,2007,67000,Petrol,Manual,Third,1794,125.0,5,13.4,2.2,789946
2091,2103,Mahindra KUV 100 mFALCON D75 K4,Mahindra,Mumbai,2016,34079,Diesel,Manual,First,1198,77.0,6,25.32,3.7,539221
2092,2104,BMW 3 Series 2005-2011 325i Sedan,BMW,Coimbatore,2010,77849,Petrol,Automatic,Second,2497,215.0,5,10.9,11.27,213938
2097,2109,Toyota Fortuner 4x2 MT TRD Sportivo,Toyota,Hyderabad,2015,19317,Diesel,Manual,First,2982,168.7,7,13.0,24.5,617471
2098,2110,Tata Indigo CS Emax CNG GLX,Tata,Pune,2014,41000,CNG,Manual,First,1193,55.23,5,24.6,3.25,636300
2103,2115,Maruti Zen VXI,Maruti,Kolkata,2009,37000,Petrol,Manual,First,993,60.0,5,17.3,1.0,411481
2107,2119,Ford Freestyle Titanium Petrol,Ford,Mumbai,2007,1261,Petrol,Manual,First,1194,94.68,5,19.0,6.0,601138
2108,2120,Hyundai Elite i20 Asta Option,Hyundai,Coimbatore,2017,59450,Petrol,Manual,First,1197,81.86,5,18.6,7.53,272275
2112,2124,Maruti Baleno Alpha 1.2,Maruti,Kochi,2017,25040,Petrol,Manual,First,1197,83.1,5,21.4,7.74,637404
2115,2127,Maruti Baleno Delta,Maruti,Mumbai,2016,12573,Petrol,Manual,First,1197,83.1,5,21.4,5.8,360761
2117,2129,Hyundai Santa Fe 2WD AT,Hyundai,Delhi,2012,86000,Diesel,Automatic,Second,2199,194.3,7,13.01,9.5,580426
2119,2131,Honda City 1.5 V MT Exclusive,Honda,Mumbai,2013,45000,Petrol,Manual,First,1497,118.0,5,17.0,4.55,604180
2121,2133,Mahindra Bolero SLE BSIII,Mahindra,Pune,2007,92000,Diesel,Manual,First,2523,63.0,7,13.6,2.7,328058
2133,2145,Ford Endeavour 2.2 Titanium AT 4X2,Ford,Hyderabad,2018,14000,Diesel,Automatic,First,2198,158.0,7,12.62,31.99,666680
2135,2147,Maruti Ciaz AT ZXi,Maruti,Mumbai,2014,46738,Petrol,Automatic,First,1373,91.1,5,19.12,6.1,342620
2138,2150,Mahindra XUV500 W10 AWD,Mahindra,Coimbatore,2016,67472,Diesel,Manual,First,2179,140.0,7,16.0,14.5,395538
2145,2157,Hyundai Creta 1.6 SX Option,Hyundai,Delhi,2016,24347,Petrol,Manual,First,1591,121.3,5,15.8,11.0,764794
